n,m,lb,ub,training,jobs,LPT,RL,time,once,five times,bound,fixed bound ,Error from LPT,Error RL from bound,Error LPT from bound ,Mean error from LPT,Error RL from bound,Error LPT from bound 
9,3,1,20,4000,"{2,2,3,5,12,13,14,15,20}",29,29,17.56897473,0.711743772,17.43772242,10,27,0,6.896551724,6.896551724,,,
9,3,1,20,4000,"{3,5,9,12,14,16,19,19,20}",41,40,31.01799798,0,15.44715447,21,35,2.43902439,12.5,14.63414634,,,
9,3,1,20,4000,"{5,5,6,8,9,12,14,19,20}",33,33,21.10049391,0,7.438016529,14,26,0,21.21212121,21.21212121,,,
9,3,1,20,4000,"{2,5,10,12,14,16,16,19,20}",42,38,19.47763586,2.249134948,24.74048443,22,32,9.523809524,15.78947368,23.80952381,,,
9,3,1,20,4000,"{2,3,4,5,11,12,12,16,20}",29,29,18.23213696,1.047120419,16.23036649,10,24,0,17.24137931,17.24137931,,,
9,3,1,20,4000,"{1,9,9,15,15,17,17,18,20}",43,42,19.41024232,0.421940928,9.70464135,24,34,2.325581395,19.04761905,20.93023256,,,
15,3,1,20,3000,"{1,1,2,2,5,6,7,9,11,14,15,16,17,19,19}",48,48,71.9535048,48.72844198,80.18123356,10,33,0,31.25,31.25,,,
15,3,1,20,3000,"{1,4,6,7,11,13,13,14,15,15,16,18,18,19,20}",64,64,119.8047652,50.62737643,80.39923954,13,36,0,43.75,43.75,,,
15,3,1,20,3000,"{1,3,4,5,5,9,9,10,10,11,11,11,15,18,19}",48,47,52.03179026,33.55222014,65.44715447,10,26,2.083333333,44.68085106,45.83333333,,,
15,3,1,20,3000,"{1,2,3,4,8,8,11,11,12,14,14,15,17,20,20}",54,54,119.9520268,45.10013351,75.35380507,11,32,0,40.74074074,40.74074074,,,
15,3,1,20,3000,"{3,3,6,8,9,12,13,13,13,15,15,16,19,20,20}",63,62,98.58554339,42.12096555,72.74206672,14,35,1.587301587,43.5483871,44.44444444,,,
15,3,1,20,3000,"{1,2,2,3,5,7,9,9,11,11,11,15,16,19,20}",47,47,46.41844225,42.49291785,72.59850631,10,31,0,34.04255319,34.04255319,,,
15,3,1,20,3000,"{1,1,1,2,3,3,3,3,5,8,9,10,16,19,20}",35,35,54.48183513,30.95703125,61.18164063,7,26,0,25.71428571,25.71428571,,,
15,3,1,20,3000,"{1,4,6,7,9,12,12,12,14,14,15,16,18,19,19}",60,60,112.7405388,45.04682109,74.81517989,13,34,0,43.33333333,43.33333333,,,
15,3,1,20,3000,"{4,5,5,5,9,10,10,10,13,13,14,15,15,17,19}",56,55,43.68259287,33.31242158,67.40903388,11,30,1.785714286,45.45454545,46.42857143,,,
15,3,1,20,3000,"{1,3,4,5,7,7,9,11,13,13,14,15,18,18,20}",53,53,238.1213391,48.10275748,75.77185953,11,33,0,37.73584906,37.73584906,,,
15,3,1,20,3000,"{1,1,1,4,5,8,9,11,11,11,12,14,15,17,19}",47,47,54.19821286,38.51791531,72.39413681,10,29,0,38.29787234,38.29787234,,,
15,3,1,20,3000,"{3,3,6,12,13,13,15,16,17,17,17,19,19,20,20}",72,70,109.6672106,41.47190453,72.87419194,18,38,2.777777778,45.71428571,47.22222222,,,
15,3,1,20,3000,"{2,8,8,8,9,10,12,12,13,13,13,15,18,19,20}",62,60,45.43724918,35.27108434,66.62650602,16,33,3.225806452,45,46.77419355,,,
15,3,1,20,3000,"{2,5,10,11,12,12,13,13,14,14,16,17,19,20,20}",70,70,113.6847911,42.59438529,74.65634076,21,36,0,48.57142857,48.57142857,,,
15,3,1,20,3000,"{1,3,4,8,8,11,12,12,12,14,15,17,17,19,19}",58,58,117.200361,43.58400895,73.94464635,12,34,0,41.37931034,41.37931034,,,
15,3,1,20,3000,"{1,6,10,10,11,11,12,14,14,15,17,17,17,18,18}",68,64,120.2710567,42.99807507,74.18190568,20,34,5.882352941,46.875,50,,,
15,3,1,20,3000,"{1,2,2,7,8,11,13,15,15,15,16,18,18,18,20}",60,60,166.2436993,41.42785319,73.93162393,12,36,0,40,40,,,
15,3,1,20,3000,"{2,3,4,4,4,6,6,7,8,11,11,12,13,13,18}",41,41,155.5229883,40.26392962,70.73313783,9,25,0,39.02439024,39.02439024,,,
15,3,1,20,3000,"{2,2,2,3,3,6,7,7,8,10,11,12,13,15,18}",40,40,58.63055849,40.04832377,71.00573845,8,25,0,37.5,37.5,,,
15,3,1,20,3000,"{1,3,5,6,7,7,9,10,10,11,13,13,14,15,18}",49,48,56.8296473,46.77643785,76.7393321,11,27,2.040816327,43.75,44.89795918,,,
15,3,1,20,3000,"{1,1,4,5,7,7,7,10,11,12,12,12,16,17,17}",47,47,110.2436576,35.11129777,65.26669467,10,28,0,40.42553191,40.42553191,,,
15,3,1,20,3000,"{1,2,3,4,5,6,6,10,10,12,13,15,16,16,17}",46,46,249.9620543,49.12758997,74.01853871,10,31,0,32.60869565,32.60869565,,,
15,3,1,20,3000,"{1,2,7,7,9,9,10,11,12,13,13,13,14,20,20}",55,54,130.978195,40.44634668,69.15316417,14,27,1.818181818,50,50.90909091,,,
15,3,1,20,3000,"{4,5,6,7,7,8,8,11,11,12,16,17,18,18,20}",56,56,205.6513405,45.77376474,74.31652872,13,35,0,37.5,37.5,,,
15,3,1,20,3000,"{1,3,4,5,7,8,9,11,11,12,15,15,15,15,19}",51,50,218.0784538,46.29213483,72.9588015,10,30,1.960784314,40,41.17647059,,,
15,3,1,20,3000,"{1,5,5,8,10,10,10,11,12,12,14,17,19,20,20}",59,58,116.6183944,41.03665521,71.84994273,13,36,1.694915254,37.93103448,38.98305085,,,
15,3,1,20,3000,"{3,4,7,9,9,9,11,13,13,14,15,17,17,18,19}",61,60,52.06720376,48.43458428,78.62326353,16,34,1.639344262,43.33333333,44.26229508,,,
15,3,1,20,3000,"{1,1,3,6,6,7,9,10,11,12,14,17,18,18,18}",51,51,30.27182984,23.39699864,53.81991814,11,35,0,31.37254902,31.37254902,,,
15,3,1,20,3000,"{1,1,2,3,4,6,7,8,11,11,14,15,15,16,20}",45,45,170.5019891,50.18745314,78.08047988,9,30,0,33.33333333,33.33333333,,,
15,3,1,20,3000,"{2,3,4,6,8,9,10,11,12,13,13,13,17,17,19}",53,53,161.6613722,47.9547642,75.86621752,11,30,0,43.39622642,43.39622642,,,
15,3,1,20,3000,"{1,2,6,6,8,10,11,11,14,16,18,19,19,19,20}",62,60,287.1318138,52.88569504,75.88142825,12,38,3.225806452,36.66666667,38.70967742,,,
15,3,1,20,3000,"{1,3,4,4,5,5,7,11,14,14,15,15,19,20,20}",53,53,136.8710327,43.26359833,73.50069735,11,34,0,35.8490566,35.8490566,,,
15,3,1,20,3000,"{3,4,6,7,8,9,10,12,15,17,18,18,18,18,20}",62,61,222.5999787,52.49857496,78.11134334,13,36,1.612903226,40.98360656,41.93548387,,,
15,3,1,20,3000,"{1,2,3,5,5,6,6,6,6,13,16,17,20,20,20}",49,49,27.05681705,8.407079646,24.77876106,10,37,0,24.48979592,24.48979592,,,
15,3,1,20,3000,"{1,2,4,4,5,6,9,12,12,12,12,13,15,16,19}",48,48,49.90914798,36.82033097,68.58747045,10,28,0,41.66666667,41.66666667,,,
15,3,1,20,3000,"{2,3,3,4,6,6,7,8,8,9,12,12,14,16,16}",42,42,109.3467398,41.32182197,73.59333135,9,26,0,38.0952381,38.0952381,,,
15,3,1,20,3000,"{1,1,2,3,4,4,9,10,12,15,16,18,19,20,20}",52,52,142.6516814,51.34463277,76.33898305,11,37,0,28.84615385,28.84615385,,,
15,3,1,20,3000,"{1,5,5,6,7,8,10,10,11,11,13,13,18,19,20}",54,53,48.77857089,41.59742696,74.40364514,11,31,1.851851852,41.50943396,42.59259259,,,
15,3,1,20,3000,"{3,5,5,6,11,12,15,16,16,16,17,19,19,19,20}",68,67,176.1288202,43.35320031,73.69784918,14,38,1.470588235,43.28358209,44.11764706,,,
15,3,1,20,3000,"{1,2,5,5,6,8,8,9,14,16,18,18,19,19,20}",57,56,171.4697125,47.74861546,75.55983626,12,37,1.754385965,33.92857143,35.0877193,,,
15,3,1,20,3000,"{1,1,2,3,3,5,6,6,6,6,11,11,13,15,20}",37,37,49.99676251,27.37905369,57.78841042,8,24,0,35.13513514,35.13513514,,,
15,3,1,20,3000,"{2,3,3,11,11,12,12,13,14,16,16,17,18,18,19}",62,62,162.8140364,46.29678095,72.88667888,14,35,0,43.5483871,43.5483871,,,
15,3,1,20,3000,"{4,4,5,6,7,8,9,9,10,12,13,15,15,16,18}",51,51,50.35496068,50.05954744,80.11115522,11,30,0,41.17647059,41.17647059,,,
15,3,1,20,3000,"{1,2,6,7,7,7,8,10,11,11,13,18,18,18,18}",53,52,34.14589691,19.9285076,47.63181412,13,36,1.886792453,30.76923077,32.0754717,,,
15,3,1,20,3000,"{1,2,3,5,6,10,12,15,15,15,16,16,17,18,20}",57,57,48.13384962,46.1707989,78.16345271,12,33,0,42.10526316,42.10526316,,,
15,3,1,20,3000,"{1,1,1,4,5,7,8,8,8,12,15,15,16,18,20}",47,47,41.44596171,36.55435474,69.54863318,10,31,0,34.04255319,34.04255319,,,
15,3,1,20,3000,"{1,5,6,7,8,8,9,10,13,13,14,17,18,19,20}",57,56,61.68754792,50.94458438,80.87741394,13,35,1.754385965,37.5,38.59649123,,,
15,3,1,20,3000,"{2,2,2,3,6,7,8,9,10,10,13,17,19,20,20}",50,50,125.9105651,45.68293387,73.20242564,10,36,0,28,28,,,
15,3,1,20,3000,"{4,5,6,7,9,11,13,13,13,15,17,17,19,19,19}",63,66,50.89526033,10.22253129,29.97218359,13,36,-4.761904762,45.45454545,42.85714286,,,
15,3,1,20,3000,"{1,2,3,9,10,11,13,13,14,14,14,14,16,16,20}",57,57,144.3117843,37.12823793,67.15701951,12,30,0,47.36842105,47.36842105,,,
15,3,1,20,3000,"{1,1,1,1,1,3,3,4,5,5,8,10,11,12,16}",28,28,47.09626675,22.14411248,51.4059754,6,21,0,25,25,,,
15,3,1,20,3000,"{2,2,3,8,11,13,14,17,17,17,17,18,19,20,20}",67,66,94.05505204,38.86474742,70.45084193,14,37,1.492537313,43.93939394,44.7761194,,,
15,3,1,20,3000,"{2,4,4,5,6,6,6,7,8,16,16,16,17,20,20}",52,51,90.95910954,35.7943564,67.2980286,11,33,1.923076923,35.29411765,36.53846154,,,
15,3,1,20,3000,"{3,5,6,7,8,9,11,12,12,12,14,14,16,17,19}",56,55,47.3405757,44.95853339,74.07245744,13,30,1.785714286,45.45454545,46.42857143,,,
15,3,1,20,3000,"{1,2,3,4,4,7,8,9,11,12,13,16,17,19,19}",49,49,162.0788076,49.91876523,80.34118603,10,33,0,32.65306122,32.65306122,,,
15,3,1,20,3000,"{1,2,6,7,7,8,8,10,12,16,18,18,19,19,20}",59,57,180.0086944,45.80879021,75.1925691,13,37,3.389830508,35.0877193,37.28813559,,,
15,3,1,20,3000,"{2,3,4,4,4,5,7,8,9,9,9,14,17,18,20}",45,45,43.49113154,38.5734072,67.90166205,9,31,0,31.11111111,31.11111111,,,
15,3,1,20,3000,"{2,5,5,5,7,8,8,10,10,10,14,14,15,18,19}",51,50,43.17690873,33.73577096,64.26353915,10,29,1.960784314,42,43.1372549,,,
15,3,1,20,3000,"{2,2,3,5,6,8,8,8,9,14,14,15,17,17,19}",50,49,149.5839806,41.73965569,69.82784657,10,32,2,34.69387755,36,,,
15,3,1,20,3000,"{4,4,5,6,8,10,12,12,13,16,17,17,17,19,20}",61,60,44.47629285,45.38658273,77.8280543,12,34,1.639344262,43.33333333,44.26229508,,,
15,3,1,20,3000,"{5,7,8,9,10,11,11,12,13,14,14,16,18,19,20}",63,63,51.15955806,48.46938776,79.75510204,17,34,0,46.03174603,46.03174603,,,
15,3,1,20,3000,"{1,3,4,5,6,7,7,7,9,10,10,10,17,18,20}",46,45,46.80867577,37.15686275,69.01960784,9,27,2.173913043,40,41.30434783,,,
15,3,1,20,3000,"{1,2,2,5,5,8,11,12,13,15,17,18,18,18,19}",55,55,193.9714413,48.57318826,76.78094847,11,36,0,34.54545455,34.54545455,,,
15,3,1,20,3000,"{1,1,2,3,3,4,7,8,10,13,13,15,15,18,19}",44,44,44.05242634,42.53549696,75.59837728,9,30,0,31.81818182,31.81818182,,,
15,3,1,20,3000,"{2,4,6,7,7,9,9,12,14,15,15,16,17,19,20}",59,58,46.4028275,48.42646114,78.76257761,13,33,1.694915254,43.10344828,44.06779661,,,
15,3,1,20,3000,"{1,2,3,5,7,8,9,11,13,15,15,16,18,19,20}",55,54,48.85005355,54.59694167,82.51840665,11,34,1.818181818,37.03703704,38.18181818,,,
15,3,1,20,3000,"{1,2,2,3,4,8,10,11,15,15,16,18,18,20,20}",55,55,133.5836642,48.25858181,76.14632924,11,36,0,34.54545455,34.54545455,,,
15,3,1,20,3000,"{1,2,6,7,8,8,9,13,16,17,17,19,19,20,20}",61,61,135.5807426,49.11397503,79.31937173,13,38,0,37.70491803,37.70491803,,,
15,3,1,20,3000,"{2,5,6,6,7,8,9,10,12,15,16,16,18,18,20}",57,56,200.5873051,51.33798066,76.38857657,12,34,1.754385965,39.28571429,40.35087719,,,
15,3,1,20,3000,"{2,3,6,7,10,11,11,12,14,14,14,15,16,16,20}",58,57,168.6748848,43.7327996,72.52939705,13,31,1.724137931,45.61403509,46.55172414,,,
15,3,1,20,3000,"{1,2,3,5,6,8,9,11,11,12,13,15,16,18,18}",50,50,144.9436371,54.12864964,77.18978102,10,31,0,38,38,,,
15,3,1,20,3000,"{1,1,3,5,6,7,9,12,14,14,15,18,19,19,20}",55,55,292.2038615,50,73.62164896,11,37,0,32.72727273,32.72727273,,,
15,3,1,20,3000,"{2,2,2,5,7,10,12,13,13,15,16,17,18,19,20}",57,57,47.89446974,45.59395248,76.0475162,12,35,0,38.59649123,38.59649123,,,
15,3,1,20,3000,"{1,2,2,3,3,4,4,5,8,9,16,17,17,18,19}",43,43,80.4380641,48.74371859,77.17157215,9,34,0,20.93023256,20.93023256,,,
15,3,1,20,3000,"{3,4,4,4,7,8,10,11,11,14,14,14,15,16,18}",52,51,43.44625759,34.5084088,66.88227684,11,29,1.923076923,43.1372549,44.23076923,,,
15,3,1,20,3000,"{1,1,3,5,6,8,8,9,10,12,13,15,16,19,19}",49,49,104.3006558,48.83122955,79.1257597,10,31,0,36.73469388,36.73469388,,,
15,3,1,20,3000,"{4,4,5,6,7,7,9,13,14,14,15,17,18,19,19}",58,57,116.0829983,41.70305677,77.37197301,12,35,1.724137931,38.59649123,39.65517241,,,
15,3,1,20,3000,"{3,6,7,7,9,9,12,15,15,15,16,18,19,19,19}",64,64,29.58403587,21.82091798,52.74642588,14,37,0,42.1875,42.1875,,,
15,3,1,20,3000,"{3,5,6,7,9,9,12,12,13,13,14,14,15,16,20}",57,56,46.90184617,44.05964406,74.05002405,13,29,1.754385965,48.21428571,49.12280702,,,
15,3,1,20,3000,"{1,4,4,6,6,11,11,13,13,15,17,17,18,19,19}",58,58,108.3762634,37.17634233,67.92041428,12,35,0,39.65517241,39.65517241,,,
15,3,1,20,3000,"{2,3,3,4,4,9,9,11,11,11,14,15,16,18,19}",50,50,47.1603334,40.01601708,70.02135611,10,31,0,38,38,,,
15,3,1,20,3000,"{6,8,10,10,10,10,10,11,12,12,13,14,14,16,17}",59,58,45.36438727,31.95224719,65.37921348,20,28,1.694915254,51.72413793,52.54237288,,,
15,3,1,20,3000,"{1,1,2,4,4,7,9,10,13,14,15,15,16,18,19}",50,50,48.34505653,44.37314906,76.13524186,10,31,0,38,38,,,
15,3,1,20,3000,"{3,3,5,5,6,6,9,11,11,12,12,15,16,18,18}",51,50,76.85040259,36.6022603,67.33503463,10,31,1.960784314,38,39.21568627,,,
15,3,1,20,3000,"{3,4,5,7,11,12,12,14,15,16,16,16,17,17,20}",63,62,198.9483035,46.78632064,75.01819064,13,33,1.587301587,46.77419355,47.61904762,,,
15,3,1,20,3000,"{1,1,2,3,4,4,9,9,10,12,14,14,14,15,19}",44,44,54.00473833,42.36398785,73.1289699,9,28,0,36.36363636,36.36363636,,,
15,3,1,20,3000,"{1,2,2,2,4,6,6,9,10,12,12,13,13,15,20}",43,43,46.89078355,43.35322843,72.16494845,9,26,0,39.53488372,39.53488372,,,
15,3,1,20,3000,"{1,6,6,8,9,9,11,12,12,14,15,15,16,16,18}",58,56,155.2497091,42.18965994,72.6845452,14,31,3.448275862,44.64285714,46.55172414,,,
15,3,1,20,3000,"{1,2,7,8,8,9,11,12,13,14,14,15,15,17,18}",58,55,47.72010922,49.51232488,78.89696755,15,30,5.172413793,45.45454545,48.27586207,,,
15,3,1,20,3000,"{1,1,2,4,6,9,10,11,12,12,14,15,17,19,20}",52,51,55.57113099,48.362424,78.5644244,11,32,1.923076923,37.25490196,38.46153846,,,
15,3,1,20,3000,"{3,7,7,7,8,10,10,11,13,14,16,17,18,19,20}",61,60,42.75804448,44.14033799,77.20426157,14,35,1.639344262,41.66666667,42.62295082,,,
15,3,1,20,3000,"{1,2,3,5,7,8,8,10,11,13,14,18,18,19,20}",53,53,53.23359704,53.91270909,82.19573159,11,36,0,32.0754717,32.0754717,,,
15,3,1,20,3000,"{1,1,3,4,4,5,5,6,7,7,9,12,12,14,20}",37,37,56.69498158,37.91454082,70.12117347,8,24,0,35.13513514,35.13513514,,,
15,3,1,20,3000,"{1,1,1,1,2,3,6,7,11,12,14,16,18,19,19}",44,44,100.0774448,41.98661501,71.57449806,9,34,0,22.72727273,22.72727273,,,
15,3,1,20,3000,"{1,3,6,7,7,7,9,9,13,14,15,15,16,17,17}",53,52,115.3790469,38.66623918,67.77813402,13,31,1.886792453,40.38461538,41.50943396,,,
15,3,1,20,3000,"{2,2,3,4,4,4,4,4,7,9,13,14,17,18,20}",42,42,53.79259777,35.4604509,64.23385556,9,31,0,26.19047619,26.19047619,,,
15,3,1,20,3000,"{1,2,2,2,2,3,3,6,8,11,13,14,15,16,19}",39,39,46.61262178,41.23989218,72.29709494,8,29,0,25.64102564,25.64102564,,,
15,3,1,20,3000,"{2,2,2,3,5,6,8,12,12,14,16,17,17,18,19}",52,51,45.53065348,49.45336125,75.99441731,11,34,1.923076923,33.33333333,34.61538462,,,
15,3,1,20,3000,"{2,3,3,4,5,6,6,8,8,11,17,19,19,20,20}",51,51,133.1209569,48.27678333,75.6612343,11,38,0,25.49019608,25.49019608,,,
15,3,1,20,3000,"{2,3,4,5,7,8,11,13,14,14,15,16,17,18,20}",56,56,51.37045288,53.62879814,83.29785175,12,33,0,41.07142857,41.07142857,,,
6,3,20,50,2500,"{33,34,38,39,41,47}",80,80,4.83839798,0,0,77,77,0,3.75,3.75,,,
6,3,20,50,2500,"{25,29,37,42,42,46}",79,79,4.174500465,0,0,79,79,0,0,0,,,
6,3,20,50,2500,"{22,23,29,29,32,46}",68,68,4.901051044,0,0,58,58,0,14.70588235,14.70588235,,,
6,3,20,50,2500,"{22,24,26,35,37,48}",70,70,4.554991722,0,0,61,61,0,12.85714286,12.85714286,,,
6,3,20,50,2500,"{26,30,34,35,40,44}",70,70,4.42728734,0,0,69,69,0,1.428571429,1.428571429,,,
6,3,20,50,2500,"{20,20,25,39,43,50}",70,70,4.691982985,0,0,64,64,0,8.571428571,8.571428571,,,
6,3,20,50,2500,"{24,32,34,38,39,46}",72,72,4.848229408,0,0,72,72,0,0,0,,,
6,3,20,50,2500,"{24,27,30,31,31,31}",61,61,2.850244284,0,0,61,61,0,0,0,,,
6,3,20,50,2500,"{28,30,30,37,42,44}",72,72,4.232948065,0,0,67,67,0,6.944444444,6.944444444,,,
6,3,20,50,2500,"{29,34,34,35,49,49}",83,83,3.977956057,0,0,69,69,0,16.86746988,16.86746988,,,
6,3,20,50,2500,"{24,26,30,31,40,50}",74,74,4.738178253,0,0,61,61,0,17.56756757,17.56756757,,,
6,3,20,50,2500,"{21,27,27,28,36,50}",71,71,4.719899654,0,0,55,55,0,22.53521127,22.53521127,,,
6,3,20,50,2500,"{25,34,38,39,48,48}",82,82,4.153305292,0,0,77,77,0,6.097560976,6.097560976,,,
6,3,20,50,2500,"{26,28,34,36,45,47}",73,73,4.433008909,0,0,70,70,0,4.109589041,4.109589041,,,
6,3,20,50,2500,"{20,20,21,27,33,40}",60,60,4.641991138,0,0,48,48,0,20,20,,,
6,3,20,50,2500,"{23,29,35,38,47,49}",76,76,4.822697401,0,0,73,73,0,3.947368421,3.947368421,,,
6,3,20,50,2500,"{20,37,43,45,45,48}",88,88,4.230566263,0,0,88,88,0,0,0,,,
6,3,20,50,2500,"{26,28,33,43,44,46}",76,76,4.68644309,0,0,76,76,0,0,0,,,
6,3,20,50,2500,"{22,32,38,43,44,48}",81,81,5.16987896,0,0,81,81,0,0,0,,,
6,3,20,50,2500,"{21,25,31,38,41,41}",69,69,4.07604003,0,0,69,69,0,0,0,,,
6,3,20,50,2500,"{20,43,46,46,47,50}",92,92,4.895975828,0,0,92,92,0,0,0,,,
6,3,20,50,2500,"{20,22,26,38,39,45}",65,65,4.628252268,0,0,64,64,0,1.538461538,1.538461538,,,
6,3,20,50,2500,"{23,37,40,40,41,49}",80,80,4.658050537,0,0,80,80,0,0,0,,,
6,3,20,50,2500,"{23,36,36,38,38,50}",74,74,3.40230608,0,0,74,74,0,0,0,,,
6,3,20,50,2500,"{21,25,33,39,39,46}",72,72,3.96729064,0,0,72,72,0,0,0,,,
6,3,20,50,2500,"{28,35,41,43,44,50}",84,84,4.783683062,0,0,84,84,0,0,0,,,
6,3,20,50,2500,"{23,24,27,33,38,48}",71,71,5.030171156,0,0,60,60,0,15.49295775,15.49295775,,,
6,3,20,50,2500,"{24,29,32,34,36,39}",66,66,5.009691,0,0,66,66,0,0,0,,,
6,3,20,50,2500,"{20,20,22,24,31,41}",61,61,5.082594156,0,0,46,46,0,24.59016393,24.59016393,,,
6,3,20,50,2500,"{23,27,36,41,41,45}",77,77,3.885447741,0,0,77,77,0,0,0,,,
6,3,20,50,2500,"{23,30,35,38,49,50}",79,79,4.65937233,0,0,73,73,0,7.594936709,7.594936709,,,
6,3,20,50,2500,"{33,36,38,41,41,46}",79,79,3.39395833,0,0,79,79,0,0,0,,,
6,3,20,50,2500,"{32,33,35,37,42,49}",81,81,4.80172205,0,0,72,72,0,11.11111111,11.11111111,,,
6,3,20,50,2500,"{34,37,41,42,42,44}",83,83,3.893844366,0,0,83,83,0,0,0,,,
6,3,20,50,2500,"{29,36,38,39,40,49}",78,78,4.918059349,0,0,77,77,0,1.282051282,1.282051282,,,
6,3,20,50,2500,"{21,28,33,41,49,49}",77,77,4.320245266,0,0,74,74,0,3.896103896,3.896103896,,,
6,3,20,50,2500,"{26,33,34,38,48,50}",81,81,4.845187664,0,0,72,72,0,11.11111111,11.11111111,,,
6,3,20,50,2500,"{23,32,41,42,45,49}",83,83,4.918786526,0,0,83,83,0,0,0,,,
6,3,20,50,2500,"{25,28,40,42,43,43}",82,82,4.228786707,0,0,82,82,0,0,0,,,
6,3,20,50,2500,"{25,35,37,38,38,39}",75,75,4.0960536,0,0,75,75,0,0,0,,,
6,3,20,50,2500,"{24,35,44,44,48,49}",88,88,5.47277236,0,0,88,88,0,0,0,,,
6,3,20,50,2500,"{20,22,23,26,26,26}",49,49,2.83565259,0,0,49,49,0,0,0,,,
6,3,20,50,2500,"{34,37,37,41,45,50}",84,84,4.678318977,0,0,78,78,0,7.142857143,7.142857143,,,
6,3,20,50,2500,"{21,24,25,30,36,43}",64,64,5.031906366,0,0,55,55,0,14.0625,14.0625,,,
6,3,20,50,2500,"{23,30,40,43,48,48}",83,83,3.879695654,0,0,83,83,0,0,0,,,
6,3,20,50,2500,"{22,28,32,43,47,50}",75,75,4.638744593,0,0,75,75,0,0,0,,,
6,3,20,50,2500,"{24,26,29,30,42,48}",72,72,4.871124029,0,0,59,59,0,18.05555556,18.05555556,,,
6,3,20,50,2500,"{22,26,26,31,31,37}",59,59,3.30941844,0,0,57,57,0,3.389830508,3.389830508,,,
6,3,20,50,2500,"{23,31,37,38,40,49}",75,75,5.048435688,0,0,75,75,0,0,0,,,
6,3,20,50,2500,"{26,33,42,43,44,46}",85,85,5.423282862,0,0,85,85,0,0,0,,,
6,3,20,50,2500,"{23,31,32,34,35,48}",71,71,4.743286848,0,0,66,66,0,7.042253521,7.042253521,,,
6,3,20,50,2500,"{26,39,40,41,41,49}",81,81,3.822979212,0,0,81,81,0,0,0,,,
6,3,20,50,2500,"{20,23,29,34,39,50}",70,70,4.899288893,0,0,63,63,0,10,10,,,
6,3,20,50,2500,"{27,34,38,39,43,46}",77,77,4.322588205,0,0,77,77,0,0,0,,,
6,3,20,50,2500,"{24,25,34,35,44,45}",69,69,4.050172806,0,0,69,69,0,0,0,,,
6,3,20,50,2500,"{28,30,30,39,45,46}",75,75,4.87711668,0,0,69,69,0,8,8,,,
6,3,20,50,2500,"{20,25,29,33,48,49}",73,73,4.746398211,0,0,62,62,0,15.06849315,15.06849315,,,
6,3,20,50,2500,"{20,33,39,46,47,48}",85,85,5.510504007,0,0,85,85,0,0,0,,,
6,3,20,50,2500,"{33,36,46,47,47,50}",93,93,3.812981844,0,0,93,93,0,0,0,,,
6,3,20,50,2500,"{21,30,30,40,40,46}",70,70,3.351305485,0,0,70,70,0,0,0,,,
6,3,20,50,2500,"{32,39,39,41,45,47}",84,84,4.738238335,0,0,80,80,0,4.761904762,4.761904762,,,
6,3,20,50,2500,"{20,23,27,28,32,50}",70,70,5.469463825,0,0,55,55,0,21.42857143,21.42857143,,,
6,3,20,50,2500,"{20,21,22,35,37,42}",62,62,5.515838623,0,0,57,57,0,8.064516129,8.064516129,,,
6,3,20,50,2500,"{21,24,30,33,38,46}",67,67,4.894315481,0,0,63,63,0,5.970149254,5.970149254,,,
6,3,20,50,2500,"{32,39,42,42,47,49}",86,86,4.676102161,0,0,84,84,0,2.325581395,2.325581395,,,
6,3,20,50,2500,"{22,35,36,43,43,46}",79,79,4.282986403,0,0,79,79,0,0,0,,,
6,3,20,50,2500,"{20,21,22,32,40,49}",69,69,4.884315968,0,0,54,54,0,21.73913043,21.73913043,,,
6,3,20,50,2500,"{20,29,31,37,46,48}",75,75,4.190936327,0,0,68,68,0,9.333333333,9.333333333,,,
6,3,20,50,2500,"{27,28,34,39,47,50}",77,77,4.873567343,0,0,73,73,0,5.194805195,5.194805195,,,
6,3,20,50,2500,"{23,29,29,43,44,46}",73,73,4.657679796,0,0,72,72,0,1.369863014,1.369863014,,,
6,3,20,50,2500,"{29,34,38,38,41,43}",76,76,5.111643791,0,0,76,76,0,0,0,,,
6,3,20,50,2500,"{20,26,29,34,38,49}",69,69,4.764263391,0,0,63,63,0,8.695652174,8.695652174,,,
6,3,20,50,2500,"{35,35,40,42,45,46}",82,82,4.709800482,0,0,82,82,0,0,0,,,
6,3,20,50,2500,"{23,26,27,33,35,36}",61,61,4.68726635,0,0,60,60,0,1.639344262,1.639344262,,,
6,3,20,50,2500,"{23,24,31,39,43,45}",70,70,4.882240772,0,0,70,70,0,0,0,,,
6,3,20,50,2500,"{30,37,37,44,46,50}",83,83,4.669689178,0,0,81,81,0,2.409638554,2.409638554,,,
6,3,20,50,2500,"{20,22,29,32,36,41}",61,61,4.537207842,0,0,61,61,0,0,0,,,
6,3,20,50,2500,"{21,23,32,38,42,46}",70,70,5.018329859,0,0,70,70,0,0,0,,,
6,3,20,50,2500,"{23,23,31,35,38,38}",66,66,3.383654356,0,0,66,66,0,0,0,,,
6,3,20,50,2500,"{28,30,31,35,45,45}",75,75,4.095056057,0,0,66,66,0,12,12,,,
6,3,20,50,2500,"{22,24,26,31,40,42}",64,64,4.398260117,0,0,57,57,0,10.9375,10.9375,,,
6,3,20,50,2500,"{22,31,31,39,47,50}",78,78,4.64977479,0,0,70,70,0,10.25641026,10.25641026,,,
